Date,Max Temp,Min Temp,Ave Temp,Depature Temp,HDD,CDD,precip,New Snow,Snow Depth,State,City
1/29/2024,36,33,34.5,5.1,30,0,0.01,T,0,Ohio,Columbus
1/30/2024,39,33,36,6.5,29,0,0.07,T,0,Ohio,Columbus
1/31/2024,39,35,37,7.4,28,0,0,0,0,Ohio,Columbus
2/1/2024,52,34,43,13.3,22,0,0,0,0,Ohio,Columbus
2/2/2024,47,29,38,8.1,27,0,0,0,0,Ohio,Columbus
2/3/2024,47,26,36.5,6.5,28,0,0,0,0,Ohio,Columbus
2/4/2024,55,25,40,9.8,25,0,0,0,0,Ohio,Columbus
2/5/2024,50,25,37.5,7.2,27,0,0,0,0,Ohio,Columbus
2/6/2024,50,29,39.5,9,25,0,0,0,0,Ohio,Columbus
2/7/2024,55,24,39.5,8.8,25,0,0,0,0,Ohio,Columbus
2/8/2024,64,34,49,18.1,16,0,T,0,0,Ohio,Columbus
2/9/2024,63,49,56,25,9,0,0,0,0,Ohio,Columbus
2/10/2024,61,41,51,19.7,14,0,0.02,0,0,Ohio,Columbus
2/11/2024,49,31,40,8.5,25,0,0,0,0,Ohio,Columbus
2/12/2024,49,29,39,7.3,26,0,0,0,0,Ohio,Columbus
2/13/2024,50,27,38.5,6.6,26,0,0,0,0,Ohio,Columbus
2/14/2024,45,30,37.5,5.3,27,0,0,0,0,Ohio,Columbus
2/15/2024,54,29,41.5,9.1,23,0,T,0,0,Ohio,Columbus
2/16/2024,38,26,32,-0.6,33,0,0.29,4.4,0,Ohio,Columbus
2/17/2024,27,15,21,-11.9,44,0,T,T,4,Ohio,Columbus
2/18/2024,37,13,25,-8.2,40,0,0,0,3,Ohio,Columbus
2/19/2024,45,18,31.5,-1.9,33,0,0,0,2,Ohio,Columbus
2/20/2024,53,23,38,4.3,27,0,0,0,0,Ohio,Columbus
2/21/2024,62,28,45,11,20,0,T,0,0,Ohio,Columbus
2/22/2024,56,46,51,16.7,14,0,0.72,0,0,Ohio,Columbus
2/23/2024,59,40,49.5,14.9,15,0,0,0,0,Ohio,Columbus
2/24/2024,41,22,31.5,-3.4,33,0,0.14,2.6,2,Ohio,Columbus
2/25/2024,50,20,35,-0.1,30,0,0,0,0,Ohio,Columbus
2/26/2024,67,33,50,14.6,15,0,0,0,0,Ohio,Columbus
2/27/2024,67,56,61.5,25.7,3,0,0,0,0,Ohio,Columbus
2/28/2024,66,24,45,8.9,20,0,0.06,0,0,Ohio,Columbus
2/29/2024,42,22,32,-4.2,33,0,0,0,0,Ohio,Columbus
3/1/2024,46,27,36.5,0.1,28,0,0.18,0,0,Ohio,Columbus
3/2/2024,51,42,46.5,9.8,18,0,0.14,0,0,Ohio,Columbus
3/3/2024,66,47,56.5,19.5,8,0,0,0,0,Ohio,Columbus
3/4/2024,75,46,60.5,23.2,4,0,0,0,0,Ohio,Columbus
3/5/2024,69,51,60,22.3,5,0,0.04,0,0,Ohio,Columbus
3/6/2024,56,43,49.5,11.5,15,0,0.29,0,0,Ohio,Columbus
3/7/2024,51,42,46.5,8.2,18,0,0,0,0,Ohio,Columbus
3/8/2024,57,42,49.5,10.9,15,0,0.07,0,0,Ohio,Columbus
3/9/2024,55,38,46.5,7.5,18,0,0.37,0,0,Ohio,Columbus
3/10/2024,39,30,34.5,-4.8,30,0,0.02,0.2,0,Ohio,Columbus
3/11/2024,54,26,40,0.3,25,0,0,0,0,Ohio,Columbus
3/12/2024,69,38,53.5,13.5,11,0,0,0,0,Ohio,Columbus
3/13/2024,71,42,56.5,16.1,8,0,0,0,0,Ohio,Columbus
3/14/2024,74,47,60.5,19.8,4,0,0.36,0,0,Ohio,Columbus
3/15/2024,62,39,50.5,9.4,14,0,T,0,0,Ohio,Columbus
3/16/2024,62,33,47.5,6.1,17,0,T,0,0,Ohio,Columbus
3/17/2024,51,33,42,0.2,23,0,0,0,0,Ohio,Columbus
3/18/2024,36,30,33,-9.2,32,0,T,T,0,Ohio,Columbus
3/19/2024,50,29,39.5,-3,25,0,0,0,0,Ohio,Columbus
3/20/2024,50,28,39,-3.9,26,0,0,0,0,Ohio,Columbus
3/21/2024,43,23,33,-10.3,32,0,0,0,0,Ohio,Columbus
3/22/2024,45,29,37,-6.6,28,0,0.18,0,0,Ohio,Columbus
3/23/2024,41,27,34,-10,31,0,T,0,0,Ohio,Columbus
3/24/2024,51,23,37,-7.4,28,0,0,0,0,Ohio,Columbus
3/25/2024,71,40,55.5,10.7,9,0,0,0,0,Ohio,Columbus
3/26/2024,60,45,52.5,7.3,12,0,0.44,0,0,Ohio,Columbus
3/27/2024,48,31,39.5,-6.1,25,0,T,0,0,Ohio,Columbus
3/28/2024,53,27,40,-6,25,0,T,0,0,Ohio,Columbus
3/29/2024,61,40,50.5,4.1,14,0,T,0,0,Ohio,Columbus
3/30/2024,71,45,58,11.3,7,0,0.34,0,0,Ohio,Columbus
3/31/2024,67,46,56.5,9.4,8,0,0.23,0,0,Ohio,Columbus
4/1/2024,65,49,57,9.5,8,0,1.05,0,0,Ohio,Columbus
4/2/2024,70,53,61.5,13.6,3,0,2.05,0,0,Ohio,Columbus
4/3/2024,55,38,46.5,-1.8,18,0,0.1,0,0,Ohio,Columbus
4/4/2024,50,34,42,-6.7,23,0,0.13,T,0,Ohio,Columbus
4/5/2024,45,38,41.5,-7.6,23,0,0,0,0,Ohio,Columbus
4/6/2024,54,33,43.5,-6,21,0,0,0,0,Ohio,Columbus
4/7/2024,63,31,47,-2.9,18,0,T,0,0,Ohio,Columbus
4/8/2024,75,49,62,11.7,3,0,0.04,0,0,Ohio,Columbus
4/9/2024,70,56,63,12.3,2,0,T,0,0,Ohio,Columbus
4/10/2024,63,56,59.5,8.4,5,0,0.21,0,0,Ohio,Columbus
4/11/2024,65,50,57.5,6,7,0,1.14,0,0,Ohio,Columbus
4/12/2024,58,49,53.5,1.6,11,0,0.11,0,0,Ohio,Columbus
4/13/2024,63,42,52.5,0.2,12,0,0,0,0,Ohio,Columbus
4/14/2024,81,46,63.5,10.8,1,0,0,0,0,Ohio,Columbus
4/15/2024,78,58,68,14.9,0,3,0,0,0,Ohio,Columbus
4/16/2024,84,51,67.5,14,0,3,0,0,0,Ohio,Columbus
4/17/2024,79,57,68,14.2,0,3,0.86,T,0,Ohio,Columbus
4/18/2024,73,53,63,8.8,2,0,0,0,0,Ohio,Columbus
4/19/2024,67,50,58.5,3.9,6,0,T,0,0,Ohio,Columbus
4/20/2024,55,42,48.5,-6.4,16,0,0,0,0,Ohio,Columbus
4/21/2024,51,39,45,-10.3,20,0,0,0,0,Ohio,Columbus
4/22/2024,61,33,47,-8.7,18,0,0,0,0,Ohio,Columbus
4/23/2024,67,47,57,1,8,0,0.09,0,0,Ohio,Columbus
4/24/2024,55,41,48,-8.4,17,0,0,0,0,Ohio,Columbus
4/25/2024,60,33,46.5,-10.2,18,0,0,0,0,Ohio,Columbus
4/26/2024,76,41,58.5,1.4,6,0,T,0,0,Ohio,Columbus
4/27/2024,80,64,72,14.6,0,7,T,0,0,Ohio,Columbus
4/28/2024,83,64,73.5,15.8,0,9,0,0,0,Ohio,Columbus
4/29/2024,84,60,72,13.9,0,7,0,0,0,Ohio,Columbus
4/30/2024,76,54,65,6.6,0,0,0.09,0,0,Ohio,Columbus
5/1/2024,83,50,66.5,7.8,0,2,0,0,0,Ohio,Columbus
5/2/2024,87,58,72.5,13.5,0,8,0,0,0,Ohio,Columbus
5/3/2024,75,64,69.5,10.2,0,5,T,0,0,Ohio,Columbus
5/4/2024,76,65,70.5,10.8,0,6,0.3,0,0,Ohio,Columbus
5/5/2024,79,64,71.5,11.5,0,7,0.1,0,0,Ohio,Columbus
5/6/2024,70,62,66,5.7,0,1,1.04,0,0,Ohio,Columbus
5/7/2024,77,60,68.5,7.9,0,4,0.84,0,0,Ohio,Columbus
5/8/2024,82,63,72.5,11.6,0,8,0.04,0,0,Ohio,Columbus
5/9/2024,71,53,62,0.8,3,0,0.16,0,0,Ohio,Columbus
5/10/2024,67,48,57.5,-4,7,0,0.03,0,0,Ohio,Columbus
5/11/2024,67,47,57,-4.8,8,0,0.24,0,0,Ohio,Columbus
5/12/2024,73,43,58,-4.1,7,0,0,0,0,Ohio,Columbus
5/13/2024,80,51,65.5,3.1,0,1,0,0,0,Ohio,Columbus
5/14/2024,69,60,64.5,1.8,0,0,0.1,0,0,Ohio,Columbus
5/15/2024,72,59,65.5,2.5,0,1,0.46,0,0,Ohio,Columbus
5/16/2024,80,55,67.5,4.2,0,3,0,0,0,Ohio,Columbus
5/17/2024,73,63,68,4.5,0,3,0.47,0,0,Ohio,Columbus
5/18/2024,85,60,72.5,8.7,0,8,0,0,0,Ohio,Columbus
5/19/2024,88,59,73.5,9.4,0,9,0,0,0,Ohio,Columbus
5/20/2024,88,61,74.5,10.1,0,10,0,0,0,Ohio,Columbus
5/21/2024,89,65,77,12.3,0,12,0.01,0,0,Ohio,Columbus
5/22/2024,82,69,75.5,10.5,0,11,0.06,0,0,Ohio,Columbus
5/23/2024,80,64,72,6.7,0,7,0.13,0,0,Ohio,Columbus
5/24/2024,84,64,74,8.4,0,9,0,0,0,Ohio,Columbus
5/25/2024,86,65,75.5,9.6,0,11,0,0,0,Ohio,Columbus
5/26/2024,83,63,73,6.8,0,8,0.08,0,0,Ohio,Columbus
5/27/2024,78,63,70.5,4,0,6,0.38,0,0,Ohio,Columbus
5/28/2024,74,59,66.5,-0.3,0,2,0.06,0,0,Ohio,Columbus
5/29/2024,69,54,61.5,-5.6,3,0,0.34,0,0,Ohio,Columbus
5/30/2024,72,51,61.5,-5.9,3,0,0,0,0,Ohio,Columbus
5/31/2024,77,44,60.5,-7.2,4,0,0,0,0,Ohio,Columbus
6/1/2024,81,52,66.5,-1.5,0,2,T,0,0,Ohio,Columbus
6/2/2024,70,62,66,-2.4,0,1,0.07,0,0,Ohio,Columbus
6/3/2024,84,60,72,3.3,0,7,0,0,0,Ohio,Columbus
6/4/2024,87,64,75.5,6.5,0,11,0,0,0,Ohio,Columbus
6/5/2024,83,70,76.5,7.2,0,12,0.67,0,0,Ohio,Columbus
6/6/2024,82,68,75,5.5,0,10,0,0,0,Ohio,Columbus
6/7/2024,77,62,69.5,-0.3,0,5,0,0,0,Ohio,Columbus
6/8/2024,78,53,65.5,-4.6,0,1,0,0,0,Ohio,Columbus
6/9/2024,79,59,69,-1.4,0,4,0,0,0,Ohio,Columbus
6/10/2024,66,51,58.5,-12.2,6,0,0,0,0,Ohio,Columbus
6/11/2024,78,47,62.5,-8.5,2,0,0,0,0,Ohio,Columbus
6/12/2024,83,56,69.5,-1.7,0,5,0,0,0,Ohio,Columbus
6/13/2024,89,58,73.5,2,0,9,0,0,0,Ohio,Columbus
6/14/2024,88,66,77,5.2,0,12,T,0,0,Ohio,Columbus
6/15/2024,83,60,71.5,-0.5,0,7,0,0,0,Ohio,Columbus
6/16/2024,90,59,74.5,2.2,0,10,0,0,0,Ohio,Columbus
6/17/2024,95,70,82.5,10,0,18,T,0,0,Ohio,Columbus
6/18/2024,95,73,84,11.2,0,19,0,0,0,Ohio,Columbus
6/19/2024,91,76,83.5,10.5,0,19,0,0,0,Ohio,Columbus
6/20/2024,93,70,81.5,8.3,0,17,0,0,0,Ohio,Columbus
6/21/2024,96,73,84.5,11.1,0,20,0,0,0,Ohio,Columbus
6/22/2024,95,73,84,10.4,0,19,0,0,0,Ohio,Columbus
6/23/2024,89,72,80.5,6.7,0,16,0.22,0,0,Ohio,Columbus
6/24/2024,86,66,76,2,0,11,0,0,0,Ohio,Columbus
6/25/2024,83,66,74.5,0.4,0,10,0.15,0,0,Ohio,Columbus
6/26/2024,80,65,72.5,-1.8,0,8,0.13,0,0,Ohio,Columbus
6/27/2024,82,60,71,-3.5,0,6,0,0,0,Ohio,Columbus
6/28/2024,90,62,76,1.4,0,11,0,0,0,Ohio,Columbus
6/29/2024,88,76,82,7.3,0,17,0.02,0,0,Ohio,Columbus
6/30/2024,85,59,72,-2.8,0,7,0,0,0,Ohio,Columbus
